Data used in the analysis.  Please note that blank fields indicate that data were not provided in the original publication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,marine,,adult,,,,,enzymes: U/g tissue; metabolic rate = MR: umol/g/h; locomotion: BL/s,,,,,,acclimatization temps for terrestrial or large animals = mean body temperatures,,variation as s.e.,,,,,,,,,,,,,,,,,,,,,,
Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dorsalis,Plethodon dorsalis,0.000770000,0.770000000,-0.113509275,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",t,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,10,15,14.8,0.38,15,26.3,0.67,15,15.8,0.38,15,21.8,0.64,15,3.157825055,2.169649379,1.169649379,0.068426839,-0.068426839,15,0.563,,confounded temp. and body mass,,"Brown, A. V. and L. C. Fitzpatrick (1981). ""METABOLIC ACCLIMATION TO TEMPERATURE IN THE OZARK SALAMANDER PLETHODON-DORSALIS-ANGUSTICLAVIUS."" Comparative Biochemistry and Physiology a-Physiology 69(3): 499-503.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000755000,0.755000000,-0.122053048,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",f,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,15,20,178.7,8.9,15,260,12.5,15,150,6.9,15,223.3,12.3,15,2.116886586,1.561450932,0.561450932,-0.24991536,0.24991536,15,11.233,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000755000,0.755000000,-0.122053048,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",f,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,5,10,41.3,3.1,15,111.3,8.6,15,68,2.2,15,107.3,6.8,15,7.262568228,6.749931113,5.749931113,0.759738165,-0.759738165,15,6.167,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000755000,0.755000000,-0.122053048,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",f,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,10,15,107.3,6.8,15,183.3,7.5,15,80,4.4,15,178.7,8.9,15,2.918270104,2.773637249,1.773637249,0.249109593,-0.249109593,15,7.733,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1985). ""THERMAL-ACCLIMATION AND OXYGEN-CONSUMPTION RATES IN NEOTENIC GREY-BELLY SALAMANDERS, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE), FROM AN ARKANSAS CAVE."" Journal of Thermal Biology 10(1): 1-4.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dorsalis,Plethodon dorsalis,0.000750000,0.750000000,-0.124938737,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",t,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,5,10,13.8,0.43,15,19.3,0.69,15,13.3,0.25,15,14.8,0.38,15,1.955944129,1.150178534,0.150178534,-0.820509871,0.820509871,15,0.500,,confounded temp. and body mass,aquatic or terrestrial??? Query for all salamanders,"Brown, A. V. and L. C. Fitzpatrick (1981). ""METABOLIC ACCLIMATION TO TEMPERATURE IN THE OZARK SALAMANDER PLETHODON-DORSALIS-ANGUSTICLAVIUS."" Comparative Biochemistry and Physiology a-Physiology 69(3): 499-503.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000710000,0.710000000,-0.148741651,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",f,w,a,"Fayetteville, Arkansas",36.07638,36.07638,-94.16,1,14,1.146128036,MR,rest,15,20,21.8,0.64,15,61.9,3.23,15,47.3,2.1,15,46.5,1.13,15,8.062473698,4.549806414,3.549806414,0.550326996,-0.550326996,15,1.667,,confounded temp. and body mass,,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dorsalis,Plethodon dorsalis,0.000710000,0.710000000,-0.148741651,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",t,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,20,25,46.5,1.13,15,75.2,1.79,15,54.7,1.97,15,76,1.56,15,2.615349751,2.671291479,1.671291479,0.223311977,-0.223311977,15,1.493,,confounded temp. and body mass,,"Brown, A. V. and L. C. Fitzpatrick (1981). ""METABOLIC ACCLIMATION TO TEMPERATURE IN THE OZARK SALAMANDER PLETHODON-DORSALIS-ANGUSTICLAVIUS."" Comparative Biochemistry and Physiology a-Physiology 69(3): 499-503.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dorsalis,Plethodon dorsalis,0.000660000,0.660000000,-0.180456064,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",t,w,a,"Fayetteville, Arkansas",36.076389,36.076389,-94.16,1,14,1.146128036,MR,rest,15,20,21.8,0.64,15,61.9,3.23,15,47.3,2.1,15,46.5,1.13,15,8.062473698,4.549806414,3.549806414,0.550326996,-0.550326996,15,1.667,,confounded temp. and body mass,,"Brown, A. V. and L. C. Fitzpatrick (1981). ""METABOLIC ACCLIMATION TO TEMPERATURE IN THE OZARK SALAMANDER PLETHODON-DORSALIS-ANGUSTICLAVIUS."" Comparative Biochemistry and Physiology a-Physiology 69(3): 499-503.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000640000,0.640000000,-0.193820026,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",f,w,a,"Fayetteville, Arkansas",36.07638,36.07638,-94.16,1,14,1.146128036,MR,rest,5,10,13.8,0.43,15,19.3,0.69,15,13.3,0.25,15,14.8,0.38,15,1.955944129,1.150178534,0.150178534,-0.820509871,0.820509871,15,0.500,,confounded temp. and body mass,Replicated from above??,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",Complete
Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,multiplicata,Eurycea multiplicata,0.000630000,0.630000000,-0.200659451,in situ,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",f,w,a,"Fayetteville, Arkansas",36.07638,36.07638,-94.16,1,14,1.146128036,MR,rest,10,15,14.8,0.38,15,26.3,0.67,15,15.8,0.38,15,21.8,0.64,15,3.157825055,2.169649379,1.169649379,0.068426839,-0.068426839,15,0.563,,confounded temp. and body mass,,"Brown, A. V. and L. C. Fitzpatrick (1981). ""THERMAL-ACCLIMATION AND METABOLISM IN THE GRAY-BELLIED SALAMANDER, EURYCEA-MULTIPLICATA-GRISEOGASTER (PLETHODONTIDAE)."" Comparative Biochemistry and Physiology a-Physiology 69(3): 505-509.",Complete
Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,salinus,Cyprinodon salinus,0.000610000,0.610000000,-0.214670165,in situ,"Stuenkel, E. L. and S. D. Hillyard (1981). ""THE EFFECTS OF TEMPERATURE AND SALINITY ACCLIMATION ON METABOLIC-RATE AND OSMOREGULATION IN THE PUPFISH CYPRINODON-SALINUS."" Copeia(2): 411-417.",f,w,j,Death Valley,36.241944,36.241944,-116.8258,1,14,1.146128036,MR,rest,15,30,0.066,0.013,6,0.341,0.022,6,0.03,0.009,6,0.24,0.011,6,2.988640167,2.364711722,1.364711722,0.135359037,-0.135359037,6,0.015,,ml/g/h,,"Stuenkel, E. L. and S. D. Hillyard (1981). ""THE EFFECTS OF TEMPERATURE AND SALINITY ACCLIMATION ON METABOLIC-RATE AND OSMOREGULATION IN THE PUPFISH CYPRINODON-SALINUS."" Copeia(2): 411-417.",Complete
Chordata,Reptilia ,Caudata,Plethodontidae,Eurycea,neotenes,Eurycea neotenes,0.000467750,0.467750000,-0.329986204,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",f,w,a,"Leakey, Texas",29.725278,29.725278,-99.761389,1,25,1.397940009,MR,rest,5,10,29,1.27,11,74.35,3.76,11,42.51,3.07,11,102.95,10.26,11,6.573035077,12.6025,11.6025,1.064589007,-1.064589007,11,5.097,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",Complete
Chordata,Reptilia ,Caudata,Plethodontidae,Eurycea,neotenes,Eurycea neotenes,0.000467750,0.467750000,-0.329986204,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",f,w,a,"Leakey, Texas",29.725278,29.725278,-99.761389,1,25,1.397940009,MR,rest,15,20,151.2,7.6,10,288.36,14.46,10,137.2,7.4,9,249.82,15.35,9,3.637193878,2.729925691,1.729925691,0.238278424,-0.238278424,9.666666667,12.470,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",Complete
Chordata,Reptilia ,Caudata,Plethodontidae,Eurycea,neotenes,Eurycea neotenes,0.000467750,0.467750000,-0.329986204,in situ,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",f,w,a,"Leakey, Texas",29.725278,29.725278,-99.761389,1,25,1.397940009,MR,rest,10,15,102.95,10.26,11,158.95,11.48,11,101.56,6.49,10,151.2,7.6,10,2.383792025,2.157003652,1.157003652,0.063709929,-0.063709929,10.66666667,9.780,,ul/g/h,,"McAllister, C. T. and L. C. Fitzpatrick (1989). ""THE EFFECT OF THERMAL-ACCLIMATION ON OXYGEN-CONSUMPTION IN THE SALAMANDER, EURYCEA-NEOTENES."" Journal of Herpetology 23(4): 439-442.",Complete
Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,domesticus,Acheta domesticus,0.000322000,0.322000000,-0.492144128,in situ,http://www.sciencedirect.com/science/article/pii/S0003347296903103,t,c,a,"Durban , South Africa",29.9,29.9,31.05,1,8,0.903089987,MR,rest,25,33,11.47498117,,7,9.766792964,,7,8.312889003,,7,15.47932368,,7,0.817523038,1.453784386,0.453784386,-0.342194455,0.342194455,7,,,umol CO2/h,,"Lachenicht et al 2010 J Insect Physiol 56, 822-832",Complete
Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,megacephalus,Polypedates megacephalus,0.000300000,0.300000000,-0.522878745,in situ,http://link.springer.com/article/10.1007/s10646-010-0589-6#page-1,t,w,l,"Changhua, Taiwan",24.1,24.1,120.55,1,10,1,MR,rest,22,32,0.95,0.05,10,2.3,0.2,10,0.6,0.1,10,2.1,0.1,10,2.421052632,2.210526316,1.210526316,0.083332852,-0.083332852,10,0.117,,,,"Wu et al. 2007 Comp Biochem Physiol B 146, 101-106",Complete
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,Zoarces americanus,0.000280000,0.280000000,-0.552841969,in situ,"Killen et al 2008 J Fish Biol 72, 763-772",m,w,j,"Logy Bay, Newfoundland, Canada",47.65,47.65,52.7,1,28,1.447158031,MR,rest,3,11,2.38407825,0.390156,9,7.503,0.62525,9,4.37675,0.62525,9,9.4175155,1.198291625,9,4.191727588,5.568904848,4.568904848,0.659907158,-0.659907158,9,0.738,,,,"Killen et al 2008 J Fish Biol 72, 763-772",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.000270000,0.270000000,-0.568636236,in situ,"Marshall, E. and G. C. Grigg (1980). ""LACK OF METABOLIC ACCLIMATION TO DIFFERENT THERMAL HISTORIES BY TADPOLES OF LIMNODYNASTES-PERONI (ANURA, LEPTODACTYLIDAE)."" Physiological Zoology 53(1): 1-7.",f,w,j,Sydney,-33.859972,33.859972,151.21,1,90,1.954242509,MR,rest,15,25,0.075,0.003,30,0.218,0.012,30,0.07,0.003,30,0.184,0.014,30,2.906666667,2.453333333,1.453333333,0.162663958,-0.162663958,30,0.010,,ml/g/h,,"Marshall, E. and G. C. Grigg (1980). ""LACK OF METABOLIC ACCLIMATION TO DIFFERENT THERMAL HISTORIES BY TADPOLES OF LIMNODYNASTES-PERONI (ANURA, LEPTODACTYLIDAE)."" Physiological Zoology 53(1): 1-7.",Complete
Annelida,Clitellata,Haplotaxida,Lumbricidae,Eisenia,foetida,Eisenia foetida,0.000175000,0.175000000,-0.756961951,in situ,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",t,w,a,Baltimore,39.28333,39.28333,-76.616667,1,28,1.447158031,MR,rest,15,25,1.85,0.14,9,2.4,0.19,6,,,,3.54,0.34,6,1.297297297,1.913513514,0.913513514,-0.038809873,0.038809873,7,0.223,,ul/min/g,,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",Complete
Annelida,Clitellata,Haplotaxida,Lumbricidae,Eisenia,foetida,Eisenia foetida,0.000175000,0.175000000,-0.756961951,in situ,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",t,w,a,Baltimore,39.28333,39.28333,-76.616667,1,28,1.447158031,MR,rest,15,30,1.85,0.14,9,3.71,0.21,6,1.84,0.26,12,4.36,0.26,18,1.590259947,1.770964439,0.770964439,-0.112402705,0.112402705,11,0.203,,ul/min/g,,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",Complete
Annelida,Clitellata,Haplotaxida,Lumbricidae,Eisenia,foetida,Eisenia foetida,0.000175000,0.175000000,-0.756961951,in situ,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",t,w,a,Baltimore,39.28333,39.28333,-76.616667,1,28,1.447158031,MR,rest,25,30,3.54,0.34,6,4.9,0.26,6,3.71,0.17,12,4.36,0.26,18,1.915956462,1.516933193,0.516933193,-0.285726255,0.285726255,10,0.287,,ul/min/g,,"Moment, G. B. and H. M. Habermann (1979). ""THERMAL-ACCLIMATION AND COMPENSATION OF RESPIRATORY OXYGEN-UPTAKE IN AN EARTHWORM, EISENIA FOETIDA."" Physiological Zoology 52(4): 542-548.",Complete
Arthropoda,Malacaostraca,Isopoda,Idoteidae,Idotea,baltica,Idotea baltica,0.000054049,0.054048990,-1.267212418,in situ,"http://onlinelibrary.wiley.com/doi/10.1890/0012-9658(2002)083%5b1052:NEIPOA%5d2.0.CO%3b2/abstract, http://www.jstor.org/stable/pdf/23734519.pdf",m,c,a,"Helgoland, Germany",54.15,54.15,7.9,1,14,1.146128036,MR,rest,5,15,9.37875,6.2525,8,29.699375,7.815625,8,12.505,4.689375,8,53.14625,4.689375,8,3.166666667,5.666666667,4.666666667,0.669099834,-0.669099834,8,6.253,,,,"Salomon and Buchholz 2000 Comp Biochem Physiol B 125, 71-81",Complete
Arthropoda,Malacaostraca,Isopoda,Idoteidae,Idotea,emarginata,Idotea emarginata,0.000054049,0.054048990,-1.267212418,in situ,"http://onlinelibrary.wiley.com/doi/10.1890/0012-9658(2002)083%5b1052:NEIPOA%5d2.0.CO%3b2/abstract, http://www.jstor.org/stable/pdf/23734519.pdf",m,c,a,"Helgoland, Germany",54.15,54.15,7.9,1,14,1.146128036,MR,rest,5,15,9.37875,6.2525,8,28.13625,6.2525,8,6.87775,5.314625,8,29.699375,4.689375,8,3,3.166666667,2.166666667,0.335992499,-0.335992499,8,5.731,,,,"Salomon and Buchholz 2000 Comp Biochem Physiol B 125, 71-82",Complete
Arthropoda,Insecta,Diptera,Glossinidae,Glossina,morsitans,Glossina morsitans,0.000024000,0.024000000,-1.619788758,in situ,"Terblanche et al 2005 J Insect Physiol 51, 861-870",t,c,j,Africa,0,0,20,1,10,1,MR,rest,19,29,0.02,0.0008,7,0.043,0.002494,7,0.014,0.00056,7,0.026,0.0013,7,2.15,1.3,0.3,-0.521433504,0.521433504,7,0.002,,mlCO2/h,,"Terblanche et al 2005 J Insect Physiol 51, 861-870",Complete
Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,capensis,Messor capensis,0.000003900,0.003900000,-2.408935393,in situ,"Clusella-Trullas et al. 2010 PBZ 83, 519-530",t,w,a,"Bartholomeus Klip Farm, W Cape Province, South Africa",33.74,33.74,19.04,1,8,0.903089987,MR,active,20,30,0.0049,0.0005,121,0.0095,0.0005,121,0.00495,0.0005,121,0.00785,0.0005,121,1.93877551,1.602040816,0.602040816,-0.219653292,0.219653292,121,0.001,,units in ml CO2/h,,"Clusella-Trullas et al. 2010 PBZ 83, 519-530",Complete
Chordata,Amphibia,Anura,Bufonidae,Bufo,woodhousii,Bufo woodhousii,0.066000000,66.000000000,1.819543936,in situ,"Londos, P. L. and R. J. Brooks (1988). ""EFFECT OF TEMPERATURE-ACCLIMATION ON LOCOMOTORY PERFORMANCE CURVES IN THE TOAD, BUFO-WOODHOUSII-WOODHOUSII."" Copeia(1): 26-32.",f,w,a,"Imperial County, California",33.04,33.04,-115.35,1,42,1.62324929,Mean velocity,jumping,20,30,0.735,0.02,16,0.77,0.008,10,0.68,0.005,16,0.81,0.01,10,1.047619048,1.102040816,0.102040816,-0.986990709,0.986990709,12,0.013,,m/s,,"Londos, P. L. and R. J. Brooks (1988). ""EFFECT OF TEMPERATURE-ACCLIMATION ON LOCOMOTORY PERFORMANCE CURVES IN THE TOAD, BUFO-WOODHOUSII-WOODHOUSII."" Copeia(1): 26-32.",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.723000000,723.000000000,2.859138297,ex situ,"Seebacher and James 2008 Am J Physiol 294, R1024-R1032",f,c,j,"Darwin, Australia",12.45,12.45,130.85,1,30,1.477121255,LDH,"muscle, caudofemoralis",20,30,168.5,16.4,8,382.2,33.1,8,189.3,20.1,8,362.5,28.5,8,2.268249258,2.151335312,1.151335312,0.06157887,-0.06157887,8,26.000,,,,"Seebacher and James 2008 Am J Physiol 294, R1024-R1032",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,LDH,liver  ,20,29,157.9,16,8,264.9,24.5,8,123.8,7.6,9,219.1,25.8,9,1.776914273,1.43902037,0.43902037,-0.356527218,0.356527218,8.333333333,22.100,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4879",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,LDH,"muscle, mixed",20,29,287.7,29.2,8,313.1,37.5,8,214.8,27.5,9,364.7,40.71,9,1.098565065,1.301487168,0.301487168,-0.519293044,0.519293044,8.333333333,35.803,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4878",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,LDH,heart,20,29,162.2,21.6,8,245.8,25.3,8,117.4,7.5,9,252,32.4,9,1.587047889,1.631588996,0.631588996,-0.198878367,0.198878367,8.333333333,26.433,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4880",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,annularis,Pomonix annularis,0.145000000,145.000000000,2.161368002,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Portage Lakes,41,41,81.5,1,42,1.62324929,LDH,liver,5,25,10,2.5,4,18,4,4,12.5,2.5,4,26.5,5,4,1.341640786,1.62788206,0.62788206,-0.201430794,0.201430794,4,3.833,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-583",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,annularis,Pomonix annularis,0.145000000,145.000000000,2.161368002,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Portage Lakes,41,41,81.5,1,42,1.62324929,LDH,"muscle, white",5,25,28,7,4,62,8,4,31,7,4,74,3,4,1.488047618,1.625686668,0.625686668,-0.202949544,0.202949544,4,6.000,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-578",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,annularis,Pomonix annularis,0.145000000,145.000000000,2.161368002,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Portage Lakes,41,41,81.5,1,42,1.62324929,LDH,heart,5,25,61,2.5,4,106,5,4,48,15,4,92,17,4,1.31822036,1.22808661,0.22808661,-0.640000295,0.640000295,4,8.167,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-569",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.121000000,121.000000000,2.082785370,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,LDH,heart,5,25,35,8,3,58,4,3,58,4,3,105,9,3,1.287300609,1.732050808,0.732050808,-0.134865923,0.134865923,3,7.000,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-566",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.121000000,121.000000000,2.082785370,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,LDH,"muscle, white",5,25,35,3,3,62,10,3,62,15,3,100,23,3,1.330950251,1.690308509,0.690308509,-0.160328097,0.160328097,3,12.000,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-575",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.121000000,121.000000000,2.082785370,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,LDH,liver,5,25,6.5,3,3,12.5,5,3,4.5,0.5,3,7,1,3,1.386750491,1.037749043,0.037749043,-1.411739015,1.411739015,3,3.000,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-580",Complete
